Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,123.870003,126.160004,123.070000,125.900002,123.899940,88651200
2021-04-06,126.500000,127.129997,125.650002,126.209999,124.205032,80171300
2021-04-07,125.830002,127.919998,125.139999,127.900002,125.868179,83466700
2021-04-08,128.949997,130.389999,128.520004,130.360001,128.289063,88844600
2021-04-09,129.800003,133.039993,129.470001,133.000000,130.887177,106686700
2021-04-12,132.520004,132.850006,130.630005,131.240005,129.155136,91420000
2021-04-13,132.440002,134.660004,131.929993,134.429993,132.294418,91266500
2021-04-14,134.940002,135.000000,131.660004,132.029999,129.932541,87222800
2021-04-15,133.820007,135.000000,133.639999,134.500000,132.363327,89347100
2021-04-16,134.300003,134.669998,133.279999,134.160004,132.028717,84922400
2021-04-19,133.509995,135.470001,133.339996,134.839996,132.697937,94264200
2021-04-20,135.020004,135.529999,131.809998,133.110001,130.995392,94812300
2021-04-21,132.360001,133.750000,131.300003,133.500000,131.379196,68847100
2021-04-22,133.039993,134.149994,131.410004,131.940002,129.844009,84566500
2021-04-23,132.160004,135.119995,132.160004,134.320007,132.186172,78657500
2021-04-26,134.830002,135.059998,133.559998,134.720001,132.579834,66905100
2021-04-27,135.009995,135.410004,134.110001,134.389999,132.255066,66015800
2021-04-28,134.309998,135.020004,133.080002,133.580002,131.457947,107760100
2021-04-29,136.470001,137.070007,132.449997,133.479996,131.359497,151101000
2021-04-30,131.779999,133.559998,131.070007,131.460007,129.371613,109839500
2021-05-03,132.039993,134.070007,131.830002,132.539993,130.434448,75135100
2021-05-04,131.190002,131.490005,126.699997,127.849998,125.818970,137564700
2021-05-05,129.199997,130.449997,127.970001,128.100006,126.064987,84000900
2021-05-06,127.889999,129.750000,127.129997,129.740005,127.678955,78128300
2021-05-07,130.850006,131.259995,129.479996,130.210007,128.359146,78973300
2021-05-10,129.410004,129.539993,126.809998,126.849998,125.046898,88071200
2021-05-11,123.500000,126.269997,122.769997,125.910004,124.120247,126142800
2021-05-12,123.400002,124.639999,122.250000,122.769997,121.024872,112172300
2021-05-13,124.580002,126.150002,124.260002,124.970001,123.193611,105861300
2021-05-14,126.250000,127.889999,125.849998,127.449997,125.638367,81918000
2021-05-17,126.820000,126.930000,125.169998,126.269997,124.475128,74244600
2021-05-18,126.559998,126.989998,124.779999,124.849998,123.075302,63342900
2021-05-19,123.160004,124.919998,122.860001,124.690002,122.917603,92612000
2021-05-20,125.230003,127.720001,125.099998,127.309998,125.500351,76857100
2021-05-21,127.820000,128.000000,125.209999,125.430000,123.647079,79295400
2021-05-24,126.010002,127.940002,125.940002,127.099998,125.293343,63092900
2021-05-25,127.820000,128.320007,126.320000,126.900002,125.096176,72009500
2021-05-26,126.959999,127.389999,126.419998,126.849998,125.046898,56575900
2021-05-27,126.440002,127.639999,125.080002,125.279999,123.499214,94625600
2021-05-28,125.570000,125.800003,124.550003,124.610001,122.838745,71311100
2021-06-01,125.080002,125.349998,123.940002,124.279999,122.513420,67637100
2021-06-02,124.279999,125.239998,124.050003,125.059998,123.282326,59278900
2021-06-03,124.680000,124.849998,123.129997,123.540001,121.783936,76229200
2021-06-04,124.070000,126.160004,123.849998,125.889999,124.100548,75169300
2021-06-07,126.169998,126.320000,124.830002,125.900002,124.110397,71057600
2021-06-08,126.599998,128.460007,126.209999,126.739998,124.938446,74403800
2021-06-09,127.209999,127.750000,126.519997,127.129997,125.322899,56877900
2021-06-10,127.019997,128.190002,125.940002,126.110001,124.317398,71186400
2021-06-11,126.529999,127.440002,126.099998,127.349998,125.539787,53522400
2021-06-14,127.820000,130.539993,127.070000,130.479996,128.625275,96906500
2021-06-15,129.940002,130.600006,129.389999,129.639999,127.797226,62746300
2021-06-16,130.369995,130.889999,128.460007,130.149994,128.299973,91815000
2021-06-17,129.800003,132.550003,129.649994,131.789993,129.916656,96721700
2021-06-18,130.710007,131.509995,130.240005,130.460007,128.605576,108953300
2021-06-21,130.300003,132.410004,129.210007,132.300003,130.419418,79663300
2021-06-22,132.130005,134.080002,131.619995,133.979996,132.075546,74783600
2021-06-23,133.770004,134.320007,133.229996,133.699997,131.799515,60214200
2021-06-24,134.449997,134.639999,132.929993,133.410004,131.513657,68711000
2021-06-25,133.460007,133.889999,132.809998,133.110001,131.217911,70783700
2021-06-28,133.410004,135.250000,133.350006,134.779999,132.864197,62111300
2021-06-29,134.800003,136.490005,134.350006,136.330002,134.392136,64556100
2021-06-30,136.169998,137.410004,135.869995,136.960007,135.013199,63261400
2021-07-01,136.600006,137.330002,135.759995,137.270004,135.318771,52485800
2021-07-02,137.899994,140.000000,137.750000,139.960007,137.970551,78852600
2021-07-06,140.070007,143.149994,140.070007,142.020004,140.001266,108181800
2021-07-07,143.539993,144.889999,142.660004,144.570007,142.515030,104911600
2021-07-08,141.580002,144.059998,140.669998,143.240005,141.203918,105575500
2021-07-09,142.750000,145.649994,142.649994,145.110001,143.047318,99890800
2021-07-12,146.210007,146.320007,144.000000,144.500000,142.445999,76299700
2021-07-13,144.029999,147.460007,143.630005,145.639999,143.569824,100827100
2021-07-14,148.100006,149.570007,147.679993,149.149994,147.029907,127050800
2021-07-15,149.240005,150.000000,147.089996,148.479996,146.369415,106820300
2021-07-16,148.460007,149.759995,145.880005,146.389999,144.309158,93251400
2021-07-19,143.750000,144.070007,141.669998,142.449997,140.425140,121434600
2021-07-20,143.460007,147.100006,142.960007,146.149994,144.072556,96350000
2021-07-21,145.529999,146.130005,144.630005,145.399994,143.333221,74993500
2021-07-22,145.940002,148.199997,145.809998,146.800003,144.713318,77338200
2021-07-23,147.550003,148.720001,146.919998,148.559998,146.448273,71447400
2021-07-26,148.270004,149.830002,147.699997,148.990005,146.872192,72434100
2021-07-27,149.119995,149.210007,145.550003,146.770004,144.683746,104818600
2021-07-28,144.809998,146.970001,142.539993,144.979996,142.919189,118931200
2021-07-29,144.690002,146.550003,144.580002,145.639999,143.569824,56699500
2021-07-30,144.380005,146.330002,144.110001,145.860001,143.786667,70440600
2021-08-02,146.360001,146.949997,145.250000,145.520004,143.451492,62880000
2021-08-03,145.809998,148.039993,145.179993,147.360001,145.265350,64786600
2021-08-04,147.270004,147.789993,146.279999,146.949997,144.861191,56368300
2021-08-05,146.979996,147.839996,146.169998,147.059998,144.969635,46397700
2021-08-06,146.350006,147.110001,145.630005,146.139999,144.278549,54126800
2021-08-09,146.199997,146.699997,145.520004,146.089996,144.229156,48908700
2021-08-10,146.440002,147.710007,145.300003,145.600006,143.745422,69023100
2021-08-11,146.050003,146.720001,145.529999,145.860001,144.002106,48493500
2021-08-12,146.190002,149.050003,145.839996,148.889999,146.993500,72282600
2021-08-13,148.970001,149.440002,148.270004,149.100006,147.200836,59375000
2021-08-16,148.539993,151.190002,146.470001,151.119995,149.195114,103296000
2021-08-17,150.229996,151.679993,149.089996,150.190002,148.276962,92229700
2021-08-18,149.800003,150.720001,146.149994,146.360001,144.495743,86326000
2021-08-19,145.029999,148.000000,144.500000,146.699997,144.831375,86960300
2021-08-20,147.440002,148.500000,146.779999,148.190002,146.302429,60549600
2021-08-23,148.309998,150.190002,147.889999,149.710007,147.803085,60131800
2021-08-24,149.449997,150.860001,149.149994,149.619995,147.714218,48606400
2021-08-25,149.809998,150.320007,147.800003,148.360001,146.470261,58991300
2021-08-26,148.350006,149.119995,147.509995,147.539993,145.660690,48597200
2021-08-27,147.479996,148.750000,146.830002,148.600006,146.707230,55802400
2021-08-30,149.000000,153.490005,148.610001,153.119995,151.169601,90956700
2021-08-31,152.660004,152.800003,151.289993,151.830002,149.896072,86453100
2021-09-01,152.830002,154.979996,152.339996,152.509995,150.567383,80313700
2021-09-02,153.869995,154.720001,152.399994,153.649994,151.692886,71115500
2021-09-03,153.759995,154.630005,153.089996,154.300003,152.334595,57808700
2021-09-07,154.970001,157.259995,154.389999,156.690002,154.694183,82278300
2021-09-08,156.979996,157.039993,153.979996,155.110001,153.134277,74420200
2021-09-09,155.490005,156.110001,153.949997,154.070007,152.107544,57305700
2021-09-10,155.000000,155.479996,148.699997,148.970001,147.072479,140893200
2021-09-13,150.630005,151.419998,148.750000,149.550003,147.645096,102404300
2021-09-14,150.350006,151.070007,146.910004,148.119995,146.233292,109296300
2021-09-15,148.559998,149.440002,146.369995,149.029999,147.131714,83281300
2021-09-16,148.440002,148.970001,147.220001,148.789993,146.894791,68034100
2021-09-17,148.820007,148.820007,145.759995,146.059998,144.199554,129868800
2021-09-20,143.800003,144.839996,141.270004,142.940002,141.119308,123478900
2021-09-21,143.929993,144.600006,142.779999,143.429993,141.603043,75834000
2021-09-22,144.449997,146.429993,143.699997,145.850006,143.992233,76404300
2021-09-23,146.649994,147.080002,145.639999,146.830002,144.959747,64838200
2021-09-24,145.660004,147.470001,145.559998,146.919998,145.048584,53477900
2021-09-27,145.470001,145.960007,143.820007,145.369995,143.518341,74150700
2021-09-28,143.250000,144.750000,141.690002,141.910004,140.102402,108972300
2021-09-29,142.470001,144.449997,142.029999,142.830002,141.010681,74602000
2021-09-30,143.660004,144.380005,141.279999,141.500000,139.697647,89056700
2021-10-01,141.899994,142.919998,139.110001,142.649994,140.832962,94639600
2021-10-04,141.759995,142.210007,138.270004,139.139999,137.367706,98322000
2021-10-05,139.490005,142.240005,139.360001,141.110001,139.312607,80861100
2021-10-06,139.470001,142.149994,138.369995,142.000000,140.191269,83221100
2021-10-07,143.059998,144.220001,142.720001,143.289993,141.464813,61732700
2021-10-08,144.029999,144.179993,142.559998,142.899994,141.079773,58773200
2021-10-11,142.270004,144.809998,141.809998,142.809998,140.990952,64452200
2021-10-12,143.229996,143.250000,141.039993,141.509995,139.707504,73035900
2021-10-13,141.240005,141.399994,139.199997,140.910004,139.115158,78762700
2021-10-14,142.110001,143.880005,141.509995,143.759995,141.928848,69907100
2021-10-15,143.770004,144.899994,143.509995,144.839996,142.995102,67940300
2021-10-18,143.449997,146.839996,143.160004,146.550003,144.683319,85589200
2021-10-19,147.009995,149.169998,146.550003,148.759995,146.865158,76378900
2021-10-20,148.699997,149.750000,148.119995,149.259995,147.358795,58418800
2021-10-21,148.809998,149.639999,147.869995,149.479996,147.575989,61421000
2021-10-22,149.690002,150.179993,148.639999,148.690002,146.796066,58883400
2021-10-25,148.679993,149.369995,147.619995,148.639999,146.746704,50720600
2021-10-26,149.330002,150.839996,149.009995,149.320007,147.418015,60893400
2021-10-27,149.360001,149.729996,148.490005,148.850006,146.954025,56094900
2021-10-28,149.820007,153.169998,149.720001,152.570007,150.626648,100077900
2021-10-29,147.220001,149.940002,146.410004,149.800003,147.891937,124953200
2021-11-01,148.990005,149.699997,147.800003,148.960007,147.062622,74588300
2021-11-02,148.660004,151.570007,148.649994,150.020004,148.109146,69122000
2021-11-03,150.389999,151.970001,149.820007,151.490005,149.560394,54511500
2021-11-04,151.580002,152.429993,150.639999,150.960007,149.037140,60394600
2021-11-05,151.889999,152.199997,150.059998,151.279999,149.571045,65463900
2021-11-08,151.410004,151.570007,150.160004,150.440002,148.740555,55020900
2021-11-09,150.199997,151.429993,150.059998,150.809998,149.106369,56787900
2021-11-10,150.020004,150.130005,147.850006,147.919998,146.249008,65187100
2021-11-11,148.960007,149.429993,147.679993,147.869995,146.199539,41000000
2021-11-12,148.429993,150.399994,147.479996,149.990005,148.295624,63804000
2021-11-15,150.369995,151.880005,149.429993,150.000000,148.305496,59222800
2021-11-16,149.940002,151.490005,149.339996,151.000000,149.294205,59256200
2021-11-17,151.000000,155.000000,150.990005,153.490005,151.756073,88807000
2021-11-18,153.710007,158.669998,153.050003,157.869995,156.086578,137827700
2021-11-19,157.649994,161.020004,156.529999,160.550003,158.736328,117305600
2021-11-22,161.679993,165.699997,161.000000,161.020004,159.201004,117467900
2021-11-23,161.119995,161.800003,159.059998,161.410004,159.586609,96041900
2021-11-24,160.750000,162.139999,159.639999,161.940002,160.110611,69463600
2021-11-26,159.570007,160.449997,156.360001,156.809998,155.038574,76959800
2021-11-29,159.369995,161.190002,158.789993,160.240005,158.429825,88748200
2021-11-30,159.990005,165.520004,159.919998,165.300003,163.432678,174048100
2021-12-01,167.479996,170.300003,164.529999,164.770004,162.908661,152052500
2021-12-02,158.740005,164.199997,157.800003,163.759995,161.910065,136739200
2021-12-03,164.020004,164.960007,159.720001,161.839996,160.011749,118023100
2021-12-06,164.289993,167.880005,164.279999,165.320007,163.452438,107497000
2021-12-07,169.080002,171.580002,168.339996,171.179993,169.246231,120405400
2021-12-08,172.130005,175.960007,170.699997,175.080002,173.102188,116998900
2021-12-09,174.910004,176.750000,173.919998,174.559998,172.588043,108923700
2021-12-10,175.210007,179.630005,174.690002,179.449997,177.422806,115402700
2021-12-13,181.119995,182.130005,175.529999,175.740005,173.754715,153237000
2021-12-14,175.250000,177.740005,172.210007,174.330002,172.360657,139380400
2021-12-15,175.110001,179.500000,172.309998,179.300003,177.274506,131063300
2021-12-16,179.279999,181.139999,170.750000,172.259995,170.314026,150185800
2021-12-17,169.929993,173.470001,169.690002,171.139999,169.206711,195432700
2021-12-20,168.279999,170.580002,167.460007,169.750000,167.832382,107499100
2021-12-21,171.559998,173.199997,169.119995,172.990005,171.035782,91185900
2021-12-22,173.039993,175.860001,172.149994,175.639999,173.655853,92135300
2021-12-23,175.850006,176.850006,175.270004,176.279999,174.288635,68356600
2021-12-27,177.089996,180.419998,177.070007,180.330002,178.292877,74919600
2021-12-28,180.160004,181.330002,178.529999,179.289993,177.264618,79144300
2021-12-29,179.330002,180.630005,178.139999,179.380005,177.353622,62348900
2021-12-30,179.470001,180.570007,178.089996,178.199997,176.186935,59773000
